JTWID,PERSID,HHID,ORIGSLA,ORIGLGA,STARTHOUR,DESTSLA,DESTLGA,ARRHOUR,JTWMODE,JTWDIST,JTWTravelTime,JTWElapsedTime,TRAVELPERIOD,ADJTWWGT,WDJTWWGT,WEJTWWGT
Y09H081003P02JTW1,Y09H081003P02,Y09H081003,Glen Eira (C) - Caulfield,Glen Eira (C),6,Port Phillip (C) - St Kilda,Port Phillip (C),6,Vehicle Driver,3.63,6,6,Off Peak,397.3630462,549.6963273, 
Y09H081008P02JTW1,Y09H081008P02,Y09H081008,Glen Eira (C) - Caulfield,Glen Eira (C),10,Yarra (C) - North,Yarra (C),10,Vehicle Passenger,9.41,20,20,Off Peak,223.9281219,325.6050387, 
Y09H081009P01JTW1,Y09H081009P01,Y09H081009,Glen Eira (C) - Caulfield,Glen Eira (C),8,Stonnington (C) - Prahran,Stonnington (C),8,Vehicle Driver,3.26,15,15,AM Peak (7am to 9am),127.0568372,179.6861016, 
Y09H081009P02JTW1,Y09H081009P02,Y09H081009,Glen Eira (C) - Caulfield,Glen Eira (C),11,Melbourne (C) - Inner,Melbourne (C),11,Vehicle Driver,9.03,20,20,Off Peak,147.2912426,207.908584, 
Y09H081009P02JTW2,Y09H081009P02,Y09H081009,Glen Eira (C) - Caulfield,Glen Eira (C),16,Stonnington (C) - Prahran,Stonnington (C),16,Vehicle Driver,2.82,20,20,PM Peak (3pm to 6pm),147.2912426,207.908584, 
Y09H081019P01JTW1,Y09H081019P01,Y09H081019,Glen Eira (C) - Caulfield,Glen Eira (C),7,Melbourne (C) - Inner,Melbourne (C),8,Train,10.43,45,45,AM Peak (7am to 9am),204.7403824,256.1158052, 
Y09H081019P02JTW1,Y09H081019P02,Y09H081019,Glen Eira (C) - Caulfield,Glen Eira (C),8,Melbourne (C) - Inner,Melbourne (C),8,Bicycle,8.46,30,30,AM Peak (7am to 9am),282.2426961,346.8684784, 
Y09H081033P02JTW1,Y09H081033P02,Y09H081033,Glen Eira (C) - Caulfield,Glen Eira (C),8,Melbourne (C) - Inner,Melbourne (C),10,Vehicle Driver,10.83,25,70,AM Peak (7am to 9am),175.0807022,250.4345411, 
Y09H081038P01JTW1,Y09H081038P01,Y09H081038,Glen Eira (C) - Caulfield,Glen Eira (C),6,Glen Eira (C) - Caulfield,Glen Eira (C),11,Vehicle Driver,22.55,65,320,AM Peak (7am to 9am),120.4001315,169.7881534, 
Y09H081038P02JTW1,Y09H081038P02,Y09H081038,Glen Eira (C) - Caulfield,Glen Eira (C),9,Melbourne (C) - Inner,Melbourne (C),9,Train,11.08,56,56,Off Peak,110.9295901,159.7782105, 
Y09H081111P01JTW1,Y09H081111P01,Y09H081111,Stonnington (C) - Malvern,Stonnington (C),8,Whitehorse (C) - Nunawading W.,Whitehorse (C),8,Vehicle Driver,19.61,34,35,AM Peak (7am to 9am),68.81260047,96.90240642, 
Y09H081111P02JTW1,Y09H081111P02,Y09H081111,Stonnington (C) - Malvern,Stonnington (C),7,Port Phillip (C) - West,Port Phillip (C),7,Vehicle Driver,6.5,20,20,AM Peak (7am to 9am),58.65554793,83.18116157, 
Y09H081111P04JTW1,Y09H081111P04,Y09H081111,Stonnington (C) - Malvern,Stonnington (C),8,Monash (C) - Waverley West,Monash (C),9,Public Bus,26.85,57,57,AM Peak (7am to 9am),103.2952786,143.2636843, 
Y09H081125P01JTW1,Y09H081125P01,Y09H081125,Stonnington (C) - Malvern,Stonnington (C),6,Yarra (C) - Richmond,Yarra (C),7,Vehicle Driver,5.1,25,55,AM Peak (7am to 9am),60.64482569,85.54766696, 
Y09H081126P01JTW1,Y09H081126P01,Y09H081126,Stonnington (C) - Malvern,Stonnington (C),7,Melbourne (C) - Remainder,Melbourne (C),7,Vehicle Driver,9.74,30,30,AM Peak (7am to 9am),71.2031644,98.55016609, 
Y09H081129P01JTW1,Y09H081129P01,Y09H081129,Stonnington (C) - Malvern,Stonnington (C),6,Yarra (C) - Richmond,Yarra (C),7,Vehicle Driver,5.51,25,25,AM Peak (7am to 9am),255.2346705,386.4503077, 
Y09H081132P02JTW1,Y09H081132P02,Y09H081132,Stonnington (C) - Malvern,Stonnington (C),14,Hume (C) - Craigieburn,Hume (C),15,Vehicle Driver,35.92,55,60,Off Peak,154.1125556,237.5249138, 
Y09H081132P03JTW1,Y09H081132P03,Y09H081132,Stonnington (C) - Malvern,Stonnington (C),14,Hume (C) - Craigieburn,Hume (C),15,Vehicle Passenger,35.92,55,60,Off Peak,148.7209242,227.6113579, 
Y09H081203P01JTW1,Y09H081203P01,Y09H081203,Stonnington (C) - Prahran,Stonnington (C),8,Maroondah (C) - Croydon,Maroondah (C),9,Vehicle Driver,29.96,60,60,AM Peak (7am to 9am),122.8499711,159.0750076, 
Y09H081204P01JTW1,Y09H081204P01,Y09H081204,Stonnington (C) - Prahran,Stonnington (C),15,Stonnington (C) - Prahran,Stonnington (C),15,Walking,0.3,10,10,PM Peak (3pm to 6pm),147.6183296,185.3406775, 
Y09H081211P02JTW1,Y09H081211P02,Y09H081211,Stonnington (C) - Prahran,Stonnington (C),8,Melbourne (C) - Southbank & Docklands,Melbourne (C),9,Train,8.23,40,40,AM Peak (7am to 9am),260.0695827,327.6887089, 
Y09H081215P01JTW1,Y09H081215P01,Y09H081215,Stonnington (C) - Prahran,Stonnington (C),7,Melbourne (C) - Southbank & Docklands,Melbourne (C),7,Train,8.52,31,31,AM Peak (7am to 9am),370.8306598,507.9655058, 
Y09H081225P01JTW1,Y09H081225P01,Y09H081225,Stonnington (C) - Prahran,Stonnington (C),7,Melbourne (C) - Inner,Melbourne (C),7,Train,5.07,25,25,AM Peak (7am to 9am),221.1679312,278.6724732, 
Y09H081225P02JTW1,Y09H081225P02,Y09H081225,Stonnington (C) - Prahran,Stonnington (C),8,Melbourne (C) - Remainder,Melbourne (C),8,Train,4.92,25,25,AM Peak (7am to 9am),180.292538,231.2279963, 
Y09H081236P01JTW1,Y09H081236P01,Y09H081236,Stonnington (C) - Prahran,Stonnington (C),10,Yarra (C) - North,Yarra (C),11,Train,7.07,45,45,Off Peak,203.6501273,262.2829261, 
Y09H081240P02JTW1,Y09H081240P02,Y09H081240,Stonnington (C) - Prahran,Stonnington (C),10,Yarra (C) - North,Yarra (C),10,Vehicle Driver,6.15,15,15,Off Peak,71.02585624,90.92981253, 
Y09H081301P02JTW1,Y09H081301P02,Y09H081301,Stonnington (C) - Malvern,Stonnington (C),7,Knox (C) - South,Knox (C),7,Vehicle Driver,19.87,20,20,AM Peak (7am to 9am),158.5436417,233.4008637, 
Y09H081304P01JTW1,Y09H081304P01,Y09H081304,Stonnington (C) - Malvern,Stonnington (C),7,Melbourne (C) - Inner,Melbourne (C),8,Train,10.74,35,35,AM Peak (7am to 9am),96.52681022,139.0248192, 
Y09H081309P01JTW1,Y09H081309P01,Y09H081309,Stonnington (C) - Malvern,Stonnington (C),7,Brimbank (C) - Keilor,Brimbank (C),9,Vehicle Driver,34.04,60,120,AM Peak (7am to 9am),54.21265147,77.32394783, 
Y09H081311P01JTW1,Y09H081311P01,Y09H081311,Stonnington (C) - Malvern,Stonnington (C),13,Melbourne (C) - Inner,Melbourne (C),13,Vehicle Driver,10.48,20,20,Off Peak,118.8615819,147.0470365, 
Y09H081311P02JTW1,Y09H081311P02,Y09H081311,Stonnington (C) - Malvern,Stonnington (C),8,Melbourne (C) - Inner,Melbourne (C),8,Train,9.02,30,30,AM Peak (7am to 9am),96.50634427,119.009522, 
Y09H081313P01JTW1,Y09H081313P01,Y09H081313,Stonnington (C) - Malvern,Stonnington (C),9,Stonnington (C) - Prahran,Stonnington (C),9,Vehicle Passenger,3.19,10,10,Off Peak,117.5739321, ,486.4991851
Y09H081313P02JTW1,Y09H081313P02,Y09H081313,Stonnington (C) - Malvern,Stonnington (C),9,Stonnington (C) - Prahran,Stonnington (C),9,Vehicle Driver,3.19,10,10,Off Peak,121.5614016, ,485.304013
Y09H081315P01JTW1,Y09H081315P01,Y09H081315,Stonnington (C) - Malvern,Stonnington (C),7,Boroondara (C) - Kew,Boroondara (C),7,Vehicle Driver,11.71,30,30,AM Peak (7am to 9am),141.6888441,175.9151515, 
Y09H081315P02JTW1,Y09H081315P02,Y09H081315,Stonnington (C) - Malvern,Stonnington (C),7,Yarra (C) - Richmond,Yarra (C),7,Vehicle Passenger,7.11,15,15,AM Peak (7am to 9am),146.4941605,180.9199404, 
Y09H081317P01JTW1,Y09H081317P01,Y09H081317,Stonnington (C) - Malvern,Stonnington (C),8,Stonnington (C) - Malvern,Stonnington (C),8,Vehicle Passenger,0.74,5,5,AM Peak (7am to 9am),100.209026,132.7885146, 
Y09H081317P02JTW1,Y09H081317P02,Y09H081317,Stonnington (C) - Malvern,Stonnington (C),8,Stonnington (C) - Malvern,Stonnington (C),8,Vehicle Driver,0.74,5,5,AM Peak (7am to 9am),121.0096769,160.0151969, 
Y09H081323P01JTW1,Y09H081323P01,Y09H081323,Stonnington (C) - Malvern,Stonnington (C),8,Stonnington (C) - Prahran,Stonnington (C),8,Vehicle Driver,6.15,15,15,AM Peak (7am to 9am),121.695324,150.3899343, 
Y09H081324P01JTW1,Y09H081324P01,Y09H081324,Stonnington (C) - Malvern,Stonnington (C),8,Monash (C) - Waverley East,Monash (C),8,Vehicle Driver,13.78,15,15,AM Peak (7am to 9am),127.765125,193.4866958, 
Y09H081324P02JTW1,Y09H081324P02,Y09H081324,Stonnington (C) - Malvern,Stonnington (C),7,Port Phillip (C) - St Kilda,Port Phillip (C),8,Vehicle Driver,8.06,20,20,AM Peak (7am to 9am),141.5810929,217.6884395, 
Y09H081325P01JTW1,Y09H081325P01,Y09H081325,Stonnington (C) - Malvern,Stonnington (C),8,Melbourne (C) - Remainder,Melbourne (C),8,Train,9.23,35,35,AM Peak (7am to 9am),180.8044058,272.6242372, 
Y09H081326P01JTW1,Y09H081326P01,Y09H081326,Stonnington (C) - Malvern,Stonnington (C),7,Stonnington (C) - Prahran,Stonnington (C),7,Vehicle Driver,3.86,15,15,AM Peak (7am to 9am),132.9165363,200.453288, 
Y09H081326P02JTW1,Y09H081326P02,Y09H081326,Stonnington (C) - Malvern,Stonnington (C),8,Melbourne (C) - Inner,Melbourne (C),8,Train,9.03,35,35,AM Peak (7am to 9am),147.2895555,225.5264284, 
Y09H081333P01JTW1,Y09H081333P01,Y09H081333,Stonnington (C) - Malvern,Stonnington (C),8,Melbourne (C) - Inner,Melbourne (C),9,Train,12.08,40,40,AM Peak (7am to 9am),175.7611324,269.1214616, 
Y09H081338P02JTW1,Y09H081338P02,Y09H081338,Stonnington (C) - Malvern,Stonnington (C),17,Melbourne (C) - Inner,Melbourne (C),18,Train,10.11,25,25,PM Peak (3pm to 6pm),134.9577563,208.6108362, 
Y09H081339P01JTW1,Y09H081339P01,Y09H081339,Stonnington (C) - Malvern,Stonnington (C),8,Boroondara (C) - Hawthorn,Boroondara (C),9,Walking,0.88,15,15,AM Peak (7am to 9am),180.8044058,272.6242372, 
Y09H081341P01JTW1,Y09H081341P01,Y09H081341,Stonnington (C) - Malvern,Stonnington (C),8,Port Phillip (C) - St Kilda,Port Phillip (C),9,Vehicle Driver,13.27,30,55,Off Peak,115.2819877, ,352.9482367
Y09H081402P01JTW1,Y09H081402P01,Y09H081402,Bayside (C) - South,Bayside (C),4,Bayside (C) - South,Bayside (C),7,Vehicle Driver,41.15,60,180,Off Peak,249.755022,332.7249718, 
Y09H081404P01JTW1,Y09H081404P01,Y09H081404,Bayside (C) - South,Bayside (C),9,Port Phillip (C) - St Kilda,Port Phillip (C),9,Vehicle Driver,9.3,15,15,Off Peak,183.1196825,242.6945326, 
Y09H081411P01JTW1,Y09H081411P01,Y09H081411,Bayside (C) - South,Bayside (C),8,Whitehorse (C) - Box Hill,Whitehorse (C),9,Vehicle Driver,21.44,44,45,AM Peak (7am to 9am),185.5085698,240.2986861, 
Y09H081412P01JTW1,Y09H081412P01,Y09H081412,Bayside (C) - South,Bayside (C),7,Whittlesea (C) - South-West,Whittlesea (C),8,Vehicle Driver,30.36,75,75,AM Peak (7am to 9am),201.6197132,268.4129975, 
Y09H081412P02JTW1,Y09H081412P02,Y09H081412,Bayside (C) - South,Bayside (C),7,Kingston (C) - North,Kingston (C),7,Vehicle Driver,12.39,20,20,AM Peak (7am to 9am),187.6266529,250.3096675, 
Y09H081412P03JTW1,Y09H081412P03,Y09H081412,Bayside (C) - South,Bayside (C),13,Monash (C) - Waverley West,Monash (C),13,Vehicle Driver,18.01,55,55,Off Peak,285.9758347,374.318345, 
Y09H081425P01JTW1,Y09H081425P01,Y09H081425,Bayside (C) - South,Bayside (C),8,Gr. Dandenong (C) - Dandenong,Greater Dandenong (C),8,Vehicle Driver,26.72,45,45,AM Peak (7am to 9am),103.6150776,148.0997184, 
Y09H081425P03JTW1,Y09H081425P03,Y09H081425,Bayside (C) - South,Bayside (C),8,Port Phillip (C) - West,Port Phillip (C),8,Train,14.83,45,45,AM Peak (7am to 9am),151.9511378,212.4100161, 
Y09H081425P04JTW1,Y09H081425P04,Y09H081425,Bayside (C) - South,Bayside (C),17,Bayside (C) - South,Bayside (C),18,Vehicle Driver,0.75,5,5,PM Peak (3pm to 6pm),113.2019316,158.5007501, 
Y09H081436P02JTW1,Y09H081436P02,Y09H081436,Bayside (C) - South,Bayside (C),9,Corio - Inner,Greater Geelong (C),11,Vehicle Driver,75.13,90,90,Off Peak,162.9099172,217.9571121, 
Y09H081439P01JTW1,Y09H081439P01,Y09H081439,Bayside (C) - South,Bayside (C),8,Stonnington (C) - Malvern,Stonnington (C),8,Bicycle,9.58,45,45,AM Peak (7am to 9am),273.7515524,411.4406676, 
Y09H081503P01JTW1,Y09H081503P01,Y09H081503,Stonnington (C) - Prahran,Stonnington (C),7,Stonnington (C) - Prahran,Stonnington (C),8,Vehicle Driver,3.8,15,15,AM Peak (7am to 9am),99.72911948,154.0575932, 
Y09H081511P01JTW1,Y09H081511P01,Y09H081511,Stonnington (C) - Prahran,Stonnington (C),9,Port Phillip (C) - St Kilda,Port Phillip (C),9,Bicycle,4.13,20,20,Off Peak,104.5443357,156.251195, 
Y09H081511P02JTW1,Y09H081511P02,Y09H081511,Stonnington (C) - Prahran,Stonnington (C),8,Melbourne (C) - Southbank & Docklands,Melbourne (C),8,Vehicle Driver,7.33,20,20,AM Peak (7am to 9am),141.3479259,208.8153475, 
Y09H081512P01JTW1,Y09H081512P01,Y09H081512,Stonnington (C) - Prahran,Stonnington (C),10,Stonnington (C) - Malvern,Stonnington (C),10,Walking,1.39,25,25,Off Peak,63.1377632,81.01652455, 
Y09H081512P03JTW1,Y09H081512P03,Y09H081512,Stonnington (C) - Prahran,Stonnington (C),8,Melbourne (C) - Southbank & Docklands,Melbourne (C),8,Train,8.72,42,42,AM Peak (7am to 9am),75.47893932,96.4141356, 
Y09H081517P01JTW1,Y09H081517P01,Y09H081517,Stonnington (C) - Prahran,Stonnington (C),8,Melbourne (C) - Inner,Melbourne (C),8,Vehicle Driver,9.95,46,50,AM Peak (7am to 9am),90.07648063,116.0850531, 
Y09H081517P01JTW2,Y09H081517P01,Y09H081517,Stonnington (C) - Prahran,Stonnington (C),14,Melbourne (C) - Inner,Melbourne (C),14,Vehicle Driver,7.51,15,15,Off Peak,90.07648063,116.0850531, 
Y09H081517P02JTW1,Y09H081517P02,Y09H081517,Stonnington (C) - Prahran,Stonnington (C),8,Stonnington (C) - Malvern,Stonnington (C),8,Vehicle Passenger,1.07,5,5,AM Peak (7am to 9am),71.37481792,91.68979129, 
Y09H081524P01JTW1,Y09H081524P01,Y09H081524,Stonnington (C) - Prahran,Stonnington (C),7,Monash (C) - Waverley West,Monash (C),8,Train,13.8,51,51,AM Peak (7am to 9am),161.4692638,208.7226919, 
Y09H081525P02JTW1,Y09H081525P02,Y09H081525,Stonnington (C) - Prahran,Stonnington (C),7,Melbourne (C) - Inner,Melbourne (C),8,Train,9.37,45,45,AM Peak (7am to 9am),76.23370792,115.5099427, 
Y09H081529P01JTW1,Y09H081529P01,Y09H081529,Stonnington (C) - Prahran,Stonnington (C),8,Boroondara (C) - Kew,Boroondara (C),8,Vehicle Driver,7.4,30,30,AM Peak (7am to 9am),132.1266378,202.3614288, 
Y09H081529P02JTW1,Y09H081529P02,Y09H081529,Stonnington (C) - Prahran,Stonnington (C),7,Casey (C) - South,Casey (C),8,Vehicle Driver,40.35,60,60,AM Peak (7am to 9am),106.2917542,158.208675, 
Y09H081531P01JTW1,Y09H081531P01,Y09H081531,Stonnington (C) - Prahran,Stonnington (C),8,Stonnington (C) - Malvern,Stonnington (C),8,Vehicle Driver,5.11,14,15,AM Peak (7am to 9am),76.6979003,98.32113943, 
Y09H081532P01JTW1,Y09H081532P01,Y09H081532,Stonnington (C) - Prahran,Stonnington (C),9,Stonnington (C) - Malvern,Stonnington (C),9,Vehicle Driver,1.06,5,5,Off Peak,57.31543876,73.2711119, 
Y09H081602P01JTW1,Y09H081602P01,Y09H081602,Stonnington (C) - Prahran,Stonnington (C),8,Melbourne (C) - Remainder,Melbourne (C),8,Train,10.69,45,45,AM Peak (7am to 9am),302.1628764,414.9705174, 
Y09H081605P01JTW1,Y09H081605P01,Y09H081605,Stonnington (C) - Prahran,Stonnington (C),7,Melbourne (C) - Inner,Melbourne (C),7,Train,11.15,37,37,AM Peak (7am to 9am),61.79997832,77.28069916, 
Y09H081607P01JTW1,Y09H081607P01,Y09H081607,Stonnington (C) - Prahran,Stonnington (C),8,Hume (C) - Broadmeadows,Hume (C),10,Vehicle Driver,30.51,55,120,Off Peak,272.6224288, ,970.5538723
Y09H081639P01JTW1,Y09H081639P01,Y09H081639,Stonnington (C) - Prahran,Stonnington (C),8,Melbourne (C) - Inner,Melbourne (C),9,Train,9.11,48,48,AM Peak (7am to 9am),118.0543032,148.3328808, 
Y09H081639P03JTW1,Y09H081639P03,Y09H081639,Stonnington (C) - Prahran,Stonnington (C),8,Monash (C) - South-West,Monash (C),8,Vehicle Driver,13.21,30,30,AM Peak (7am to 9am),144.1847365,185.0576747, 
Y09H081705P01JTW1,Y09H081705P01,Y09H081705,Bayside (C) - South,Bayside (C),8,Monash (C) - Waverley West,Monash (C),8,Vehicle Driver,14.74,40,40,AM Peak (7am to 9am),123.7349464,175.7618602, 
Y09H081710P01JTW1,Y09H081710P01,Y09H081710,Bayside (C) - South,Bayside (C),11,Kingston (C) - North,Kingston (C),11,Vehicle Driver,5.89,15,15,Off Peak,152.955322,220.3879935, 
Y09H081722P01JTW1,Y09H081722P01,Y09H081722,Bayside (C) - South,Bayside (C),7,Melbourne (C) - Inner,Melbourne (C),8,Train,24.96,55,55,AM Peak (7am to 9am),261.3945157,347.8575869, 
Y09H081722P03JTW1,Y09H081722P03,Y09H081722,Bayside (C) - South,Bayside (C),18,Kingston (C) - North,Kingston (C),18,Bicycle,3.71,15,15,Off Peak,321.7670454,436.5068059, 
Y09H081723P01JTW1,Y09H081723P01,Y09H081723,Bayside (C) - South,Bayside (C),8,Melbourne (C) - Inner,Melbourne (C),9,Vehicle Driver,20.53,45,45,AM Peak (7am to 9am),141.0874603,198.1242761, 
Y09H081724P01JTW1,Y09H081724P01,Y09H081724,Bayside (C) - South,Bayside (C),7,Stonnington (C) - Prahran,Stonnington (C),7,Vehicle Driver,16.96,40,40,AM Peak (7am to 9am),237.1601966,316.8066727, 
Y09H081725P01JTW1,Y09H081725P01,Y09H081725,Bayside (C) - South,Bayside (C),7,Melbourne (C) - Inner,Melbourne (C),8,Train,24.94,63,63,AM Peak (7am to 9am),182.294819,265.4952885, 
Y09H081726P01JTW1,Y09H081726P01,Y09H081726,Bayside (C) - South,Bayside (C),7,Melbourne (C) - Remainder,Melbourne (C),8,Vehicle Driver,21.93,50,50,AM Peak (7am to 9am),114.0775821,163.773243, 
Y09H081726P02JTW1,Y09H081726P02,Y09H081726,Bayside (C) - South,Bayside (C),7,Glen Eira (C) - Caulfield,Glen Eira (C),8,Vehicle Driver,9.62,29,30,AM Peak (7am to 9am),110.0865752,156.9378539, 
Y09H081801P01JTW1,Y09H081801P01,Y09H081801,Stonnington (C) - Prahran,Stonnington (C),8,Port Phillip (C) - West,Port Phillip (C),8,Vehicle Driver,3.51,12,12,AM Peak (7am to 9am),142.4959703,182.4516448, 
Y09H081801P02JTW1,Y09H081801P02,Y09H081801,Stonnington (C) - Prahran,Stonnington (C),8,Port Phillip (C) - West,Port Phillip (C),8,Vehicle Driver,3.51,15,15,AM Peak (7am to 9am),157.0533168,202.317381, 
Y09H081802P01JTW1,Y09H081802P01,Y09H081802,Stonnington (C) - Prahran,Stonnington (C),9,Knox (C) - North-West,Knox (C),10,Vehicle Driver,24.26,30,30,Off Peak,161.9992032,208.7604567, 
Y09H081802P03JTW1,Y09H081802P03,Y09H081802,Stonnington (C) - Prahran,Stonnington (C),9,Knox (C) - North-West,Knox (C),10,Vehicle Passenger,24.26,30,30,Off Peak,146.1907662,185.551291, 
Y09H081809P01JTW1,Y09H081809P01,Y09H081809,Stonnington (C) - Prahran,Stonnington (C),5,Stonnington (C) - Prahran,Stonnington (C),5,Walking,1.06,10,10,Off Peak,212.3423945,275.304273, 
Y09H081809P02JTW1,Y09H081809P02,Y09H081809,Stonnington (C) - Prahran,Stonnington (C),5,Stonnington (C) - Prahran,Stonnington (C),5,Walking,1.06,10,10,Off Peak,178.5489942,231.4907542, 
Y09H081810P01JTW1,Y09H081810P01,Y09H081810,Stonnington (C) - Prahran,Stonnington (C),8,Yarra (C) - North,Yarra (C),8,Vehicle Driver,5.32,25,25,AM Peak (7am to 9am),190.4833576,246.3092546, 
Y09H081819P01JTW1,Y09H081819P01,Y09H081819,Stonnington (C) - Prahran,Stonnington (C),7,Melbourne (C) - Inner,Melbourne (C),8,Vehicle Passenger,5.54,29,30,AM Peak (7am to 9am),134.5130203,172.8578768, 
Y09H081825P02JTW1,Y09H081825P02,Y09H081825,Stonnington (C) - Prahran,Stonnington (C),7,Stonnington (C) - Malvern,Stonnington (C),7,Motorcycle,4.37,10,10,AM Peak (7am to 9am),161.0094582,205.3554808, 
Y09H081831P01JTW1,Y09H081831P01,Y09H081831,Stonnington (C) - Prahran,Stonnington (C),8,Melbourne (C) - Remainder,Melbourne (C),9,Walking,2.64,30,50,AM Peak (7am to 9am),164.7422894,212.8613519, 
Y09H081836P01JTW1,Y09H081836P01,Y09H081836,Stonnington (C) - Prahran,Stonnington (C),6,Melbourne (C) - Inner,Melbourne (C),7,Vehicle Driver,5.78,25,25,AM Peak (7am to 9am),69.70439687,106.4632254, 
Y09H081838P01JTW1,Y09H081838P01,Y09H081838,Stonnington (C) - Prahran,Stonnington (C),8,Melbourne (C) - Southbank & Docklands,Melbourne (C),8,Walking,4.13,45,45,AM Peak (7am to 9am),155.9622787,197.4290521, 
Y09H081916P01JTW1,Y09H081916P01,Y09H081916,Bayside (C) - Brighton,Bayside (C),8,Melbourne (C) - Southbank & Docklands,Melbourne (C),8,Vehicle Driver,11.51,40,40,AM Peak (7am to 9am),129.9392445,178.2804995, 
Y09H081918P01JTW1,Y09H081918P01,Y09H081918,Bayside (C) - Brighton,Bayside (C),8,Boroondara (C) - Hawthorn,Boroondara (C),9,Train,14.98,65,65,AM Peak (7am to 9am),74.09624898,97.86764936, 
Y09H081918P03JTW1,Y09H081918P03,Y09H081918,Bayside (C) - Brighton,Bayside (C),9,Melbourne (C) - Inner,Melbourne (C),9,Train,13.62,40,40,Off Peak,112.789028,148.2997077, 
Y09H081918P04JTW1,Y09H081918P04,Y09H081918,Bayside (C) - Brighton,Bayside (C),8,Stonnington (C) - Prahran,Stonnington (C),9,Train,10.39,80,80,AM Peak (7am to 9am),88.57941741,116.4679042, 
Y09H081919P03JTW1,Y09H081919P03,Y09H081919,Bayside (C) - Brighton,Bayside (C),8,Bayside (C) - South,Bayside (C),8,Vehicle Driver,8.55,15,15,AM Peak (7am to 9am),67.13800102,88.42541142, 
Y09H081920P01JTW1,Y09H081920P01,Y09H081920,Bayside (C) - Brighton,Bayside (C),8,Moreland (C) - Brunswick,Moreland (C),8,Motorcycle,18.28,30,30,Off Peak,85.54594081, ,372.6189723
Y09H081926P01JTW1,Y09H081926P01,Y09H081926,Bayside (C) - Brighton,Bayside (C),8,Yarra (C) - Richmond,Yarra (C),8,Vehicle Driver,10.18,45,45,AM Peak (7am to 9am),69.57197833,92.27675815, 
Y09H081929P01JTW1,Y09H081929P01,Y09H081929,Bayside (C) - Brighton,Bayside (C),8,Stonnington (C) - Prahran,Stonnington (C),8,Train,10.62,40,40,AM Peak (7am to 9am),98.31314152,134.8504031, 
Y09H081930P01JTW1,Y09H081930P01,Y09H081930,Bayside (C) - Brighton,Bayside (C),8,Bayside (C) - Brighton,Bayside (C),8,Vehicle Driver,1.3,5,5,AM Peak (7am to 9am),93.86219658,133.6492916, 
Y09H081931P01JTW1,Y09H081931P01,Y09H081931,Bayside (C) - Brighton,Bayside (C),8,Bayside (C) - South,Bayside (C),9,Vehicle Driver,6.91,15,15,AM Peak (7am to 9am),117.3683869,181.3031145, 
Y09H081931P02JTW1,Y09H081931P02,Y09H081931,Bayside (C) - Brighton,Bayside (C),8,Bayside (C) - South,Bayside (C),9,Vehicle Passenger,6.91,15,15,AM Peak (7am to 9am),113.7852675,178.9084737, 
Y09H081932P01JTW1,Y09H081932P01,Y09H081932,Bayside (C) - Brighton,Bayside (C),9,Port Phillip (C) - St Kilda,Port Phillip (C),9,Vehicle Driver,5.8,20,20,Off Peak,86.25308871,111.0237503, 
Y09H081932P02JTW1,Y09H081932P02,Y09H081932,Bayside (C) - Brighton,Bayside (C),8,Monash (C) - South-West,Monash (C),9,Vehicle Driver,10.68,30,30,AM Peak (7am to 9am),80.36894916,105.0318098, 
Y09H081933P01JTW1,Y09H081933P01,Y09H081933,Bayside (C) - Brighton,Bayside (C),8,Melbourne (C) - Inner,Melbourne (C),8,Vehicle Driver,12.46,30,30,AM Peak (7am to 9am),90.65482382,127.4882389, 
Y09H081936P02JTW1,Y09H081936P02,Y09H081936,Bayside (C) - Brighton,Bayside (C),7,Knox (C) - North-East,Knox (C),8,Vehicle Driver,31.35,59,60,AM Peak (7am to 9am),78.98106166,123.6583802, 
Y09H081937P01JTW1,Y09H081937P01,Y09H081937,Bayside (C) - Brighton,Bayside (C),11,Bayside (C) - Brighton,Bayside (C),11,Vehicle Driver,1.84,10,10,Off Peak,72.24817729,113.9387392, 
Y09H082003P02JTW1,Y09H082003P02,Y09H082003,Glen Eira (C) - Caulfield,Glen Eira (C),9,Glen Eira (C) - Caulfield,Glen Eira (C),9,Vehicle Driver,4.12,10,10,Off Peak,176.1272768,257.0211063, 
